cqi              mcs              brateDown           bler                snr                   phr                   mcs             brateU           bler                                                                         bsr        
 15.0 ,            27.0,          819000.0 ,          0        ,           3.93      ,           32.8      ,          0.0  ,          232   ,            1.4      ,          480                              22:08:1046 480        0.0        ,          
 15.0 ,            25.0,          12.2     ,          0        ,            0.0      ,            0.0      ,          0.0  ,          0.0   ,          100        ,          640                              22:08:1047 640         0.0       ,          
 15.0 ,            26.5,          1270000.0,          0        ,           6.80      ,           35.3      ,          2.05 ,          346   ,          0          ,          1024                             22:08:1048 1024       0.0        ,          
 15.0 ,            26.9,          1030000.0,          1.8      ,           2.70      ,           33.8      ,          0.0  ,          263   ,            4.3      ,          768                              22:08:1049 768        0.0        ,          
 13.1 ,            23.4,          269000.0 ,          0        ,           2.42      ,           34.0      ,          0.0  ,          70.6  ,          13         ,          480                              22:08:1146 480        620        ,          
 13.8 ,            8.15,          334      ,          4.2      ,           3.08      ,           35.5      ,          0.0  ,          29.6  ,          22         ,          640                              22:08:1147 640        0.0        ,          
 14.4 ,            23.9,          556000.0 ,          0        ,           6.46      ,           37.2      ,          2.10 ,          222   ,            5.1      ,          1024                             22:08:1148 1024       0.0        ,          
 15.0 ,            26.8,          1770000.0,          0        ,           6.87      ,           35.1      ,          1.87 ,          369   ,          0          ,          768                              22:08:1149 768        490        ,          
 15.0 ,            26.6,          479000.0 ,          0        ,           2.28      ,           32.4      ,          0.0  ,          119   ,          33         ,          480                              22:08:1246 480        501        ,          
 14.2 ,            17.8,          155000.0 ,          7.4      ,           1.79      ,           34.2      ,          0.0  ,          45.1  ,          43         ,          640                              22:08:1247 640        0.0        ,          
 14.5 ,            25.5,          1019999.0,          1.4      ,           4.27      ,           37.8      ,          0.0  ,          244   ,            4.2      ,          1024                             22:08:1248 1024        55.0      ,          
 13.3 ,            22.2,          1050000.0,          0        ,           6.30      ,           35.5      ,          1.23 ,          335   ,          0          ,          768                              22:08:1249 768        372        ,          
 15.0 ,            26.0,          303000.0 ,          1.7      ,           2.76      ,           31.6      ,          0.0  ,          103   ,          25         ,          480                              22:08:1346 480        0.0        ,          
 9.58 ,            4.65,          266      ,          8.5      ,            0.0      ,           34.0      ,          0.0  ,          14.8  ,          61         ,          640                              22:08:1347 640        0.0        ,          
 13.8 ,            24.3,          1560000.0,          1.8      ,           3.64      ,           36.8      ,          0.0  ,          338   ,            8.8      ,          1024                             22:08:1348 1024       0.0        ,          
 15.0 ,            26.4,          749000.0 ,          0        ,           6.91      ,           35.6      ,          1.99 ,          391   ,          0          ,          768                              22:08:1349 768        0.0        ,          
 15.0 ,            26.8,          886000.0 ,          0        ,           3.25      ,           32.4      ,          0.0  ,          252   ,          0          ,          480                              22:08:1446 480        0.0        ,          
 2.40 ,            2.38,          681      ,          3.9      ,            0.0      ,            0.0      ,          0.0  ,          0.0   ,          100        ,          640                              22:08:1447 640         0.0       ,          
 13.8 ,            21.3,          488000.0 ,          1.9      ,           4.09      ,           35.3      ,          0.0  ,          147   ,            9.2      ,          1024                             22:08:1448 1024       302        ,          
 15.0 ,            26.8,          930000.0 ,          0        ,           5.77      ,           34.5      ,          1.07 ,          239   ,          0          ,          768                              22:08:1449 768        377        ,          
 15.0 ,            27.0,          844000.0 ,          0        ,           3.74      ,           29.2      ,          0.0  ,          238   ,            2.2      ,          480                              22:08:1546 480        0.0        ,          
 5.83 ,            2.07,          74.5     ,          3.4      ,           1.51      ,           34.0      ,          0.0  ,          31.5  ,          53         ,          640                              22:08:1547 640        0.0        ,          
 15.0 ,            26.7,          1220000.0,          3.1      ,           3.24      ,           34.8      ,          0.0  ,          287   ,            3.7      ,          1280                             22:08:1548 1280       0.0        ,          
 15.0 ,            26.9,          941000.0 ,          0        ,           6.31      ,           33.7      ,          1.45 ,          231   ,            1.5      ,          768                              22:08:1549 768        0.0        ,          
 15.0 ,            27.0,          793000.0 ,          0        ,           4.10      ,           32.0      ,          0.0  ,          225   ,          0          ,          480                              22:08:1646 480        763        ,          
 2.29 ,            1.92,          527      ,          5.3      ,           1.08      ,           33.7      ,          0.0  ,          25.7  ,          60         ,          640                              22:08:1647 640        0.0        ,          
 15.0 ,            26.9,          796000.0 ,          0        ,           5.33      ,           36.4      ,          0.0  ,          239   ,            1.4      ,          1280                             22:08:1648 1280       0.0        ,          
 15.0 ,            27.0,          844999.0 ,          0        ,           8.20      ,           34.6      ,          3.05 ,          203   ,          0          ,          768                              22:08:1649 768         32.0      ,          
 15.0 ,            27.0,          852000.0 ,          0        ,           2.86      ,           31.1      ,          0.0  ,          223   ,            4.9      ,          480                              22:08:1746 480        0.0        ,          
 14.0 ,            19.9,          189000.0 ,          1.0      ,           2.71      ,           35.8      ,          0.0  ,          44.8  ,          27         ,          640                              22:08:1747 640        1.20       ,          
 15.0 ,            26.8,          1130000.0,          1.0      ,           4.04      ,           37.9      ,          0.0  ,          293   ,            2.1      ,          1280                             22:08:1748 1280       0.0        ,          
 15.0 ,            26.9,          852999.0 ,          0        ,           7.82      ,           36.1      ,          2.77 ,          240   ,          0          ,          768                              22:08:1749 768        0.0        ,          
 15.0 ,            27.0,          813000.0 ,          0        ,           3.63      ,           29.9      ,          0.0  ,          197   ,            2.5      ,          480                              22:08:1846 480        0.0        ,          
 11.7 ,            26.8,          166000.0 ,          19       ,           1.97      ,           37.5      ,          0.0  ,          56.4  ,          46         ,          640                              22:08:1847 640        0.0        ,          
 14.4 ,            26.5,          753000.0 ,          1.1      ,           4.25      ,           37.0      ,          0.0  ,          194   ,            2.6      ,          1280                             22:08:1848 1280       0.0        ,          
 15.0 ,            26.9,          1260000.0,          0        ,           7.42      ,           33.9      ,          2.40 ,          298   ,          0          ,          1024                             22:08:1849 1024       0.0        ,          
 15.0 ,            26.3,          306000.0 ,          1.8      ,           2.79      ,           28.2      ,          0.0  ,          142   ,          15         ,          480                              22:08:1946 480        0.0        ,          
 14.4 ,            22.2,          475000.0 ,          5.8      ,           3.32      ,           32.8      ,          0.0  ,          155   ,          14         ,          640                              22:08:1947 640        0.0        ,          
 8.40 ,            6.40,          48.7     ,          13       ,           1.55      ,           40.0      ,          0.0  ,          22.3  ,          48         ,          768                              22:08:1948 768        0.0        ,          
 15.0 ,            26.4,          1320000.0,          0        ,           8.40      ,           34.5      ,          3.42 ,          296   ,            2.1      ,          1024                             22:08:1949 1024       0.0        ,          
 15.0 ,            26.9,          832000.0 ,          0        ,           4.38      ,           24.7      ,          0.0  ,          226   ,          0          ,          640                              22:08:2046 640        0.0        ,          
 15.0 ,            26.9,          441000.0 ,          12       ,           3.27      ,           32.3      ,          0.0  ,          147   ,          29         ,          640                              22:08:2047 640        0.0        ,          
